"decision","photo_name","fish_ID","start_time"
"exclude_50_60","r05453_crop_l.b0013.15_start_30_resid_286.PNG","l.b0013.15",30
"exclude_50_60","r05539_crop_l.b0052.43_start_0_resid_283.PNG","l.b0052.43",0
"exclude_50_60","r05552_crop_w.b0054.29_start_150_resid_283.PNG","w.b0054.29",150
"exclude_50_60","r05566_crop_l.b0041.11_start_120_resid_282.PNG","l.b0041.11",120
"exclude_50_60","r05576_crop_w.b0033.11_start_30_resid_282.PNG","w.b0033.11",30
"exclude_50_60","r05633_crop_w.b0015.6_start_90_resid_279.PNG","w.b0015.6",90
"exclude_50_60","r05668_crop_l.b0019.43_start_30_resid_277.PNG","l.b0019.43",30
"exclude_50_60","r05679_crop_l.b0039.6_start_270_resid_277.PNG","l.b0039.6",270
"exclude_50_60","r05759_crop_l.b0054.44_start_210_resid_274.PNG","l.b0054.44",210
"exclude_50_60","r05775_crop_l.b0018.28_start_120_resid_273.PNG","l.b0018.28",120
"exclude_50_60","r05788_crop_l.b0051.21_start_240_resid_273.PNG","l.b0051.21",240
"exclude_50_60","r05795_crop_l.b0029.56_start_180_resid_272.PNG","l.b0029.56",180
"exclude_50_60","r05830_crop_l.b0042.32_start_240_resid_271.PNG","l.b0042.32",240
"exclude_50_60","r05905_crop_l.b0044.13_start_210_resid_268.PNG","l.b0044.13",210
"exclude_50_60","r05916_crop_w.b0047.25_start_0_resid_268.PNG","w.b0047.25",0
"exclude_50_60","r05923_crop_l.b0025.50_start_120_resid_267.PNG","l.b0025.50",120
"exclude_50_60","r06007_crop_l.b0014.34_start_240_resid_263.PNG","l.b0014.34",240
"exclude_50_60","r06089_crop_l.b0027.31_start_30_resid_260.PNG","l.b0027.31",30
"exclude_50_60","r06164_crop_l.b0035.30_start_210_resid_257.PNG","l.b0035.30",210
"exclude_50_60","r06173_crop_w.b0033.7_start_90_resid_257.PNG","w.b0033.7",90
"exclude_50_60","r06197_crop_l.b0032.47_start_210_resid_255.PNG","l.b0032.47",210
